id,loss
4,1677.1736156717795
6,2362.8148891644623
9,10232.573992575828
12,6132.406295751316
15,1015.2030506778954
17,2211.9306650356175
21,2444.950573758596
28,1281.9535833250923
32,2622.4565035468677
43,3714.9389252694314
46,2691.272520575845
50,1068.6617564864475
54,1218.8225104534506
62,2605.8293757275005
70,2740.968586403175
71,6261.339033571032
75,2306.1826157837936
77,2990.1885745730347
81,3085.9005414515227
83,2424.8769920426553
87,2240.4111729577567
97,2279.470254068931
103,1399.0288019065204
119,1774.7360262669683
120,1785.4967965201342
127,1641.8706862283757
138,4228.1274568043755
141,3103.581779685592
148,981.7491189581671
150,2113.3992573318856
151,2388.288072610627
158,1693.3659469294548
160,7586.6123025437
165,2467.642977076831
168,3600.6856575225393
169,3907.451223869383
177,2861.2329789851397
178,4475.7364768172065
184,2144.7345629520178
194,7687.058224924192
198,2152.3008136656376
203,4108.6180201074185
211,2898.790097062058
217,1255.5912556245576
219,1036.1974112445996
221,4409.807040467478
227,2247.0742965937093
230,1751.1915410764616
235,2134.522382297447
240,670.7998557148137
243,3050.91484521508
249,8259.18289804217
253,2933.882336689978
258,1354.8336230590714
261,1905.5514424229375
263,3447.5993760354822
264,3069.821373703669
265,5064.0413262996435
268,1977.1799083910914
271,1079.9639945850265
274,5303.211211480438
275,768.9224940302252
279,1636.8009530191105
282,1447.059314026851
286,3307.668160147844
288,1465.3112840062456
294,3035.869330878889
296,1160.728102016665
297,1812.4413531042367
300,854.3532957373068
303,10250.823164461572
314,1499.8863509955404
315,4828.144978593869
321,3241.9795194845306
323,6291.201445310834
330,4902.193359888271
341,2353.6573618553402
342,5156.779695431705
352,2273.0889202288245
353,4255.318973395987
360,7138.801480495116
361,2982.5058498865324
362,3452.913627925092
366,1199.3884757376059
372,3899.4072739385133
376,3298.577459252016
377,2599.7440120888887
379,1573.7516981029567
380,4218.916848941515
387,2218.5818993241005
392,2582.955614327923
394,10369.862508556878
395,1753.5006326861176
397,1658.5936038858704
407,6299.063999377869
411,9426.904842446784
416,3740.663111383677
417,2198.8641971617258
419,3348.869357065477
428,6185.063225911971
431,1902.6523290901728
436,9350.806795053473
438,1510.4514682337574
445,6502.536969950002
446,8413.591387791099
455,1819.6950891317567
456,1729.7000700234441
461,998.8614157131218
463,2150.2424727373987
464,3788.887125366422
466,2384.6981134880907
467,2476.741627203221
470,1202.1375538753928
475,1821.3164288935131
482,3981.7137560910005
490,3656.8617576937736
496,2170.2945808684517
497,4979.424339871129
508,3605.1240506942963
510,1670.711718202006
512,2224.973830982533
513,4990.727096349681
523,2274.191128016422
531,5781.050813099564
532,3373.542390337159
533,1684.336081443698
537,1180.40331011512
544,5540.160804608893
547,3260.8198593829607
556,7869.7712473311485
565,1610.8491033174582
566,1641.9218249839523
571,2056.4482892665624
573,2476.1219150022025
574,521.0354932194062
581,1988.120523391864
585,2384.4391750504224
589,2284.5978610874517
597,1573.3514154402699
601,2606.126699069905
602,1429.5500595191693
613,2255.693971088201
616,1676.6203145552427
619,2508.234446964212
622,2126.691022574759
623,2191.0724404476127
629,1676.4609774715543
634,2012.8557562143712
638,1050.470450831293
642,994.4738189512918
643,2498.127745371095
645,1291.4062290903832
648,7265.442723360335
652,1906.655412784339
664,1123.402400212729
666,2946.4203570472464
672,714.1851832382579
676,2314.5843712429314
678,4378.304405528324
682,1759.5937644428327
686,3340.291246977427
688,2275.787717920894
689,1801.7526091966918
690,2579.2122386803594
692,11400.98055885362
695,1397.8562061295434
697,3983.9623516204942
698,2290.2390384622054
706,3038.466604734776
708,2251.7049886255018
712,3580.369350305466
715,4020.7257243590416
717,1205.928619124146
725,3297.124613985364
729,1823.2320426804754
737,1409.2137264509408
739,5123.965788182036
747,4228.5192990539545
753,2665.15057479044
758,3324.5932617818266
759,3144.5678349354025
763,2132.6345310891866
773,4207.445179666612
774,2586.614137881122
776,2449.980199172744
788,4081.8089322039773
