id,loss
4,1988.723439822182
6,2553.995124970792
9,8948.843528785103
12,6347.030597544858
15,849.4688898404268
17,2920.3016239432595
21,2389.2925370224766
28,1051.207482289033
32,2511.455507321693
43,2846.9209627611203
46,2703.606050520529
50,1252.847281506631
54,1150.8766614077415
62,2729.687609182818
70,3082.6019253416994
71,5979.310888155968
75,2541.6808988147163
77,2288.0758135741476
81,3054.5608814200777
83,2905.227011003322
87,2165.2011987700967
97,2759.661624990356
103,1475.3342840806963
119,1432.201369807163
120,1897.4281830183222
127,1459.2389246190337
138,4020.723581335016
141,3182.2802543660323
148,1267.0613516823526
150,2531.9025205320454
151,2219.99024273771
158,1798.2183508424064
160,8675.231611205943
165,2678.042808402411
168,3707.567436802964
169,3386.9035485266204
177,2999.043843934026
178,4226.436659508298
184,2500.6422004382944
194,7435.63902347485
198,1614.769641386893
203,4894.345105755189
211,2493.5928589610876
217,1231.2543363889763
219,1056.0708570921463
221,3962.231746896063
227,2390.207003604267
230,1682.7319645935625
235,2694.294173790758
240,513.4935142256335
243,3817.7763082062593
249,9521.312644017868
253,3013.4848356275834
258,1314.3010601385824
261,2052.9850497929297
263,3334.426338005659
264,3864.8219337325086
265,4499.648729441372
268,2314.876058590067
271,654.3384878066269
274,5317.233992798647
275,515.6226714476753
279,1816.8325823232044
282,1380.2180997869366
286,3253.339731881282
288,1651.2116811951068
294,2896.2669680171016
296,1247.6370057099632
297,1832.6196523672952
300,895.64041964462206
303,10305.591532787588
314,973.2615030867621
315,5374.652301176972
321,2642.3715572877118
323,4941.369102240736
330,4015.5779419619867
341,2348.697732427112
342,5245.331261058807
352,1910.9224035881537
353,3510.6674136281067
360,7562.066739302344
361,2742.0159512293126
362,3985.928661368561
366,1492.7534306306331
372,2547.872893373188
376,3249.564195897836
377,2888.952360119048
379,2039.8260055636565
380,4594.089646010749
387,2026.0414343253105
392,2538.815802427339
394,11230.943644693729
395,1815.870497504002
397,1692.5504745508842
407,6279.318181624957
411,10635.347484889131
416,3523.831751179015
417,1488.3743318989152
419,3395.4479661733044
428,5849.90943306893
431,1748.6532513455495
436,9278.253721117871
438,1297.1979355881433
445,6655.271446443058
446,8469.315228403619
455,1650.1518041546326
456,1493.7899300451543
461,984.839969325145
463,2105.467829128543
464,3692.477773882125
466,2097.5868239429183
467,2361.468235358963
470,1198.316065473907
475,2193.878343533042
482,3269.7482297062365
490,3840.988206017851
496,2372.7234690109512
497,4823.754942624991
