id,loss
4,1524.3428093864231
6,1984.965692486859
9,9275.267660809732
12,5860.657368224648
15,940.0395004002453
17,2505.098888491286
21,2166.424519101623
28,341.2703526815362
32,2587.5094185059334
43,2758.1937579471414
46,3426.413991331367
50,1217.6188977618629
54,1419.3216544940285
62,2849.1975183888558
70,2596.2212339407997
71,7387.96617606436
75,2464.239456147712
77,2660.7298639910277
81,2499.539255002075
83,1952.9230352255445
87,2212.0391753327
97,3020.353915915705
103,1404.4458381194192
119,1431.0520660805323
120,1726.2557699884221
127,1491.634771476288
138,5860.483863390683
141,2858.877182947769
148,1255.0738067078232
150,3270.458104058937
151,2474.654017874074
158,2156.1385657217625
160,7289.259859273622
165,2888.166729733825
168,3796.030781217206
169,4154.051005125618
177,3408.036742921096
178,4093.2231966985864
184,2241.3443391154474
194,8747.83969184104
198,1810.8618471217728
203,4893.104202313943
211,2825.052759092383
217,1180.2558788219512
219,1253.0197755922247
221,4562.74920419941
227,2749.62757494841
230,1968.3608260893166
235,2304.55629653906
240,678.1588191595049
243,3609.3798940848733
249,7420.442078765913
253,2873.6932238600607
258,1513.4262225124162
261,2286.161344860748
263,3592.6876341685393
264,3041.746403464301
265,4780.480997132715
268,2327.3206689558783
271,1374.1112254958325
274,5940.559052150583
275,788.577363884435
279,1792.820310750917
282,1904.6709047660138
286,3181.59754866951
288,1567.3375620167672
294,2896.066471837769
296,1337.110084496395
297,2164.571987674849
300,731.8925398577802
303,10571.242635325036
314,1468.7686954793664
315,4459.604118359374
321,2433.57310741637
323,5071.264565511977
330,4837.146864566149
341,2359.152523518963
342,5335.051720755869
352,1413.585791601828
353,4016.1754085942316
360,7722.966863252692
361,2334.116276272757
362,4398.745169503042
366,1211.5062221098813
372,4151.888978541374
376,3721.2406017051712
377,2663.953343402827
379,1876.2424478093824
380,3803.933333526959
387,2020.2593461070169
392,2209.82218753808
394,10510.698394766903
395,1764.786212730073
397,2060.3704385965284
407,4285.585501605897
411,9068.707716611127
416,2937.090894824622
417,2024.165004918106
419,3902.3497916980455
428,4838.4916547137045
431,1938.3094931942596
436,7722.7237691803075
438,1316.133793274147
445,6960.5398164087255
446,11475.509672267877
455,1899.4406151731273
456,1209.3031164128593
461,1271.4300754174203
463,1441.3616059860083
464,4112.835531800153
466,1701.9006678751502
467,2024.1246466641676
470,1238.3019780625184
475,1839.859622162863
482,3891.630955824395
490,4486.491517299943
496,2042.774848314413
497,4822.314761550842
508,3275.070562863476
510,2096.357699106528
512,2436.6925688386077
513,3912.579804110932
523,2169.0179554898064
531,4888.817295783141
532,3130.744976473672
533,1850.8582339248255
537,1030.4303095797738
544,5546.482733903749
547,2973.6672283845833
556,8775.334524213396
565,1709.309534114411
566,1583.6783143994553
571,1842.4744875245403
573,1886.1499668021838
574,923.5547117578237
581,1790.5968116257777
585,2428.2953201375103
589,3173.844884069279
597,1507.8398921405017
601,2691.459759170038
602,1648.6663768194649
613,2225.4161557990624
616,1742.2204000006411
619,1974.2524394583759
622,2861.8574353782883
623,2191.101628302454
629,1546.3925173445684
634,2002.4942377807583
638,780.0543181279006
642,1149.5831611898927
643,2760.6349364924827
645,1048.0235899817465
648,7156.053980405903
652,1801.0045112030602
664,743.3197842444691
666,2790.3011288888556
672,1094.0719919768867
676,3035.3923501617805
678,5178.192737336418
682,2062.70090209037
686,4046.487260719227
688,2063.422691798825
689,1587.3853243093606
690,2353.340332715953
692,10768.157794091841
695,2353.7797874492007
697,4976.767272910582
698,2143.4551756976243
706,2096.6329201659614
708,2221.501625898382
712,4210.691963241642
715,3658.3927173705893
717,1668.1394383794159
725,2916.6339163788634
729,1372.0108973630947
737,1516.104378402302
739,5471.81805624415
747,4900.674867107156
753,2727.164622940927
758,3549.5688874208204
759,3324.628257873944
763,2089.843859654397
773,4423.885829208574
774,2454.8423483110246
776,2554.709640482093
788,3528.8980941000727
790,3389.9138992498806
794,1399.7351113490117
801,3749.1265417598033
802,1856.9701800504552
805,1925.0586897754883
809,4726.499417504408
812,2037.4402951375503
825,2369.5444985633467
828,1870.5976606143595
830,1825.6461899527299
833,1224.0300222303958
850,5270.714536151568
852,6368.637026834118
862,1698.601270631908
863,1760.9612567497136
864,1644.8015687477664
865,3917.3637717221245
868,7612.6506427321765
872,1827.3317374352232
879,7133.333300522192
880,1605.6103324423536
883,1558.219978631659
886,1751.5937599746755
923,1713.3484578418656
924,1822.6989469943783
932,1485.009543834752
945,6007.715505026102
947,7436.681401794029
948,2696.057610713593
955,3936.8658848671007
963,4079.378446579808
979,1644.7138454543708
989,1688.0908069365712
994,3413.4006990381904
995,2190.5956507303913
998,2451.016357681767
1000,4168.9062776272385
1018,2147.386059990615
1019,1425.4594167909222
1028,3104.4557720422536
1034,1654.9242566891453
1038,2129.9897244211147
1040,1478.289557865067
1042,1534.9880841021818
1057,7426.220047365472
1058,2804.3569506278973
1063,1549.475886025089
1066,4746.67283820794
1071,4872.984462277175
1073,3473.4355701641625
1074,2730.1517798239624
1077,4016.010012365325
1080,10789.20919969442
1088,734.519542398156
1096,678.4473365845936
1097,11923.396389531581
1105,7129.299606163836
1115,2536.1782845780263
1116,2650.5957593279636
1122,2499.581363961283
1130,4203.159272683255
1133,1397.4989806742856
1137,2371.6217626634407
1140,2562.15201268516
1143,8470.64361403559
1149,6499.9282694213225
1150,1035.1175721450445
1153,723.4613660778655
1157,1430.7858378895182
1180,646.9518004205036
1183,1012.0868030500349
1188,1990.101926574135
1193,1278.6309786136412
1200,843.7226486240233
1209,4380.2970182116915
1214,2328.052866610001
1219,2102.0062096010324
1223,6881.898913662145
1227,1124.9700247362136
1228,1753.706131187813
1229,5109.875797043563
1233,2089.4535250472563
1238,5605.5244639081
1239,1647.8822466779056
1241,4040.0478994221835
1243,2452.2419664152726
1244,1684.8214701501163
1245,3818.522127347014
1277,5575.382543529929
1279,2326.829714730845
1292,11931.558450559723
1293,2123.947668914303
1299,10169.156871618756
1304,2939.7690246764087
1313,4329.024792018586
1328,2499.210866508858
1330,1624.955193728246
1334,2247.2041057024935
1335,1486.646410426033
1336,6466.671035783804
1341,785.9859793487574
1344,1374.0517294966721
1351,1293.5283010567807
1352,2769.725867422362
1354,2065.6468323565496
1368,4812.804068835209
1373,1650.2862159006381
1375,743.5400480922253
1381,2537.6525180703525
1384,5505.764578018401
1385,4077.419692924346
1388,6165.953113034425
1401,6496.514156919379
1402,2608.862878774648
1404,1913.9780669245372
1406,1359.6156356544468
1409,870.8152650528738
1422,1923.5568410987416
1429,3725.377624864549
1433,6078.319649692997
1438,897.2617617539504
1444,1502.9451909986856
1446,1527.1281626977004
1450,1176.989236696409
1451,729.3310688774469
1454,1878.8286414329048
1458,3111.638708692928
1461,2867.039842283081
1464,5399.379320033298
1465,1484.6519551022157
1478,2084.6844052186907
1479,2249.953374247109
1480,3077.5245501626396
1484,2200.1614237167155
1486,1551.8493533430394
1488,926.8260892942055
1489,3645.5938669174793
1491,1432.5010000694344
1507,2341.0619062463124
1515,2080.19041143975
1519,3276.6848455927316
1528,2643.8096615040777
1529,1396.2164912441792
1530,3339.8554413881925
1532,1273.5261012360777
1541,1747.6975091381544
1542,3375.1428905277403
1547,1505.068117708543
1549,1097.9970904776299
1553,2566.0495942229336
1554,3427.3807243855877
1555,1444.1542109959462
1559,1939.2855371389398
1565,2148.2180818921033
1568,1236.548407848728
1576,4049.912938162563
1579,908.8713710277127
1592,1255.4786122565918
1596,3732.710258062009
1605,847.9719021433681
1607,2065.1890180945493
1612,2143.686922922942
1617,3248.5863042513715
1619,2388.31027823623
1620,8649.259763812219
1624,2767.625348739254
1627,1603.7818490051557
1633,2657.406187828438
1636,1736.443028847223
1639,1259.315935449647
1640,3160.0369002186494
1644,1212.0163695580316
1646,2007.2529002199776
1647,4108.803314780959
1654,854.8333377066473
1655,3329.443077226135
1664,6658.4095309404765
1665,2574.980330648104
1667,5638.54981462085
1669,1265.793490752632
1678,2395.5271269345526
1682,2583.9236931382648
1689,1217.4529462921053
1690,3101.49154080481
1693,7128.9054829276765
1695,749.4928224948578
1705,2501.0196312754815
1706,2241.5114170753423
1708,2573.9893505247774
1716,2200.165325085014
1720,8133.178573227147
1722,1311.5621019697273
1749,4606.994920574548
1750,2745.9303117492946
1751,6338.454500854061
1760,2196.0849157594216
1763,3709.712777397605
1770,2289.2711786765235
1777,2434.4367098132925
1785,5831.802910656833
1791,1097.4906951043506
1794,4835.005075645716
1800,1776.9086891716674
1816,1721.37362177876
1817,1496.5423375745281
1821,2404.8201659855827
1836,1237.8456006237827
1838,2536.573896737915
1851,2497.728409958512
1852,2877.821881340277
1854,2905.25846779501
1856,1287.310115459711
1865,684.6263002345013
1872,1070.950413907087
1878,693.9209834358265
1880,1018.7859389240308
1881,1615.331463821372
1882,2449.0971454783657
1886,885.6384761290567
1892,1789.3500402257107
1894,2400.3625947384085
1898,2767.393783384768
1899,3056.5605424532996
1902,1177.4558321583759
1903,4322.370267438515
1906,1918.6503246492362
1910,2686.21816260653
1911,2084.8541078999983
1914,3496.0263503971137
1929,3953.977494342098
1932,2091.1582194360485
1952,1302.766226385642
1959,1783.052987657221
1960,2056.0099432350457
1976,4848.210503865168
1980,3315.4055724560676
1981,2093.677162191448
1987,1692.1683651334545
1994,1373.1221893943168
2000,1900.0717724096712
2008,2515.8029044043574
2011,2910.581386719008
2012,5943.522150883597
2019,1876.7506264558597
2022,4142.485551773121
2024,8443.455575472646
2028,921.225863649564
2030,3903.497292945649
2031,8107.850598320619
2047,2425.128226346171
2049,818.9057986785201
2050,1543.5477459197384
2051,4595.905872686303
2056,1405.550154326042
2057,1243.0154548558853
2059,2726.7887617398046
2069,3794.9774125363683
2085,2297.8058258276224
2089,758.2111288000102
2090,2085.3465771586734
2101,2794.5170837088394
2114,2706.4298877074434
2115,1574.6781706121492
2118,1621.4440793242084
2119,2318.0001214648046
2125,1660.9637098342698
2128,4651.90293988711
2129,1882.2605092820959
2132,1929.8070697109492
2133,2726.5751361522875
2135,808.3790127275385
2136,2114.078529845895
2143,1839.0363144480116
2144,1148.301256563144
2145,4920.9724255415185
2152,3524.899823254426
2160,3514.7562457539298
2166,1968.6982853085667
2169,966.055372303569
2170,2102.3187077455746
2172,1947.494000304145
2181,2775.5390848888587
2183,2037.6657148602897
2185,4387.226423718783
2188,2611.457591767448
2189,2574.4873980458583
2194,4125.116548725135
2202,1979.9261740382462
2208,2565.2933816020486
2227,2161.004954563086
2230,6955.743466397539
2235,3568.3640993231006
2236,2270.7958687806363
2244,8406.009466465523
2248,1622.5030862591382
2252,1588.9800126441044
2254,1737.8111215647798
2260,3872.064819356346
2263,2353.5010093571727
2274,1170.0823478185264
2277,1292.5218658236931
2279,7082.061250866783
2280,12118.651332005853
2283,3926.847252112227
2284,615.1611840639758
2288,3452.5862606309715
2292,1976.6377021545507
2295,6603.926274002076
2296,1716.6791182918607
2299,2401.8110834242393
2315,7743.681726436824
2318,1950.6989810699229
2329,10125.538389029698
2337,1850.2557039787298
2340,1105.610636455536
2342,2741.4588960479728
2347,3662.411608802976
2349,5280.13787635368
2354,1900.8290765781703
2361,2407.9994429050234
2370,1746.2913763353222
2378,3849.192447124829
2382,5058.118955497471
2387,2064.851078520012
2389,1877.0210810708852
2394,1492.8247532263504
2396,2033.0284454197865
2400,2699.383538132354
2407,3616.352722273376
2414,1436.8778852482355
2415,2201.3437079383298
2421,1750.0514204688857
2427,1748.5124291001225
2428,3191.0890498793983
2430,2578.5148923794914
2435,2529.5089344022394
2445,4904.470260942659
2446,2053.175476396909
2447,1537.2216722015828
2449,2166.8424727565935
2451,2324.247374730388
2458,13307.928941540606
2462,10044.876937243034
2463,2732.8613753254576
2467,3476.5329584792858
2471,6357.538796749298
2475,3110.4110992683914
2478,2757.2326888449984
2483,4161.450900818728
2485,1353.5803536911344
2487,1241.4310183461519
2494,673.4989943548861
2497,2092.084299633118
2499,1624.2833167938218
2503,2546.458214032452
2513,3337.4755188382246
2515,2596.833908368392
2522,1533.219372242872
2523,2211.0321624319076
2528,3070.1772319398196
